Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
PCCYF,PetroChina Company Limited,0.777,-0.021,-2.63,562100,138336,206808000000,2024-03-13T19:50:54.843142
DYLLF,Deep Yellow Limited,0.7915,-0.02,-2.47,376575,227048,605202000,2024-03-13T19:50:54.843142
KRKNF,Kraken Robotics Inc.,0.7888,-0.0312,-3.8,49236,122785,162581000,2024-03-13T19:50:54.843142
OGNRF,Orogen Royalties Inc.,0.644,0.0087,1.37,78384,80673,124552000,2024-03-13T19:50:54.843142
OSSIF,OneSoft Solutions Inc.,0.628,-0.007,-1.1,17412,85508,76635000,2024-03-13T19:50:54.843142
DMGGF,DMG Blockchain Solutions Inc.,0.3835,0.0125,3.36,106468,451661,64749000,2024-03-13T19:50:54.843142
BTTC,Bitech Technologies Corporation,0.105,0.015,16.67,76375,128723,50103000,2024-03-13T19:50:54.843142
GKPRF,Gatekeeper Systems Inc.,0.5322,0.0022,0.42,20000,49833,49342000,2024-03-13T19:50:54.843142
IVFH,"Innovative Food Holdings, Inc.",0.98,0.05,5.38,35412,66476,48000000,2024-03-13T19:50:54.843142
IQST,iQSTEL Inc.,0.2655,0.0085,3.31,370606,462013,46547000,2024-03-13T19:50:54.843142
NPPTF,Neptune Digital Assets Corp.,0.246,-0.0001,-0.05,42200,59276,31571000,2024-03-13T19:50:54.843142
PCSV,"PCS Edventures!, Inc.",0.195,0.0,0.0,25003,40983,24323000,2024-03-13T19:50:54.843142
CYFRF,Cypherpunk Holdings Inc.,0.1008,0.0118,13.26,76300,55393,15972000,2024-03-13T19:50:54.843142
RGLG,"UHF Logistics Group, Inc.",0.188,0.012,6.82,10850,14317,11058000,2024-03-13T19:50:54.843142
QGSI,QuantGate Systems Inc.,0.0384,-0.0015,-3.81,14300,25620,10909000,2024-03-13T19:50:54.843142
SLGD,Scott's Liquid Gold-Inc.,0.79,0.0,0.0,6488,57496,10275000,2024-03-13T19:50:54.843142
PGOL,Patriot Gold Corp.,0.105,0.0099,10.41,47100,26377,7502000,2024-03-13T19:50:54.843142
CINGF,Coinsilium Group Limited,0.04,0.014,53.85,91900,59251,6990000,2024-03-13T19:50:54.843142
ATMTF,Andrada Mining Limited,0.089,0.0,0.0,43800,23400,0,2024-03-13T19:50:54.843142
