Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
MMSDF,Macarthur Minerals Limited,0.05,0.02,79.49,2000,14515,63091000,2025-12-26T07:39:44.957609
CATPF,Giyani Metals Corp.,0.11,0.05,83.33,20000,48891,36719000,2025-12-26T07:39:44.957609
MISVF,Minco Silver Corporation,0.47,0.14,42.42,37500,13391,28964000,2025-12-26T07:39:44.957609
FMELF,Future Metals NL,0.03,0.01,65.56,140000,17361,23960000,2025-12-26T07:39:44.957609
BCMRF,BCM Resources Corporation,0.11,0.04,63.38,475,11565,22856000,2025-12-26T07:39:44.957609
WLFFF,Wolfden Resources Corporation,0.1,0.04,65.5,14400,11318,18849000,2025-12-26T07:39:44.957609
RMTO,"RM2 International, Inc.",0.1,0.06,150.0,53601,17122,10822000,2025-12-26T07:39:44.957609
ELDCF,ELECTRUM DISCOVERY CORP.,0.08,0.03,60.0,16400,74064,9789000,2025-12-26T07:39:44.957609
TWELF,--,0.1,0.03,51.08,10000,21529,6043000,2025-12-26T07:39:44.957609
SSYRF,Sassy Gold Corp.,0.04,0.02,53.39,3560,28402,730368,2025-12-26T07:39:44.957609
GMPW,GiveMePower Corporation,0.01,0.01,153.45,100,12169,643754,2025-12-26T07:39:44.957609
MECPF,Mustang Energy Corp.,0.09,0.03,45.3,300,33947,0,2025-12-26T07:39:44.957609
