Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
AEXAY,Atos SE,0.24,0.0624,35.14,22937,16480,138693000,2024-07-16T06:28:22.277648
CHKMF,Altair Minerals Limited,0.01,0.005,100.0,10000,173946,42966000,2024-07-16T06:28:22.277648
XTPT,Xtra Energy Corp.,0.1677,0.0527,45.83,1230,25271,37657000,2024-07-16T06:28:22.277648
SDOT,Sadot Group Inc.,0.605,0.1625,36.72,1475000,265485,33111000,2024-07-16T06:28:22.277648
AVCRF,Avricore Health Inc.,0.17,0.04,30.77,14000,10065,16940000,2024-07-16T06:28:22.277648
GOGY,Golden Grail Technology Corp.,0.1,0.03,42.86,27115,57278,6622000,2024-07-16T06:28:22.277648
FDCT,"FDCTech, Inc.",0.0123,0.0032,35.16,8893,92721,4780000,2024-07-16T06:28:22.277648
CZOOF,Cazoo Group Ltd,0.75,0.74,0.0,4393,824986,3674000,2024-07-16T06:28:22.277648
CDBT,China Dasheng Biotechnology Company,0.074,0.024,48.0,100,10545,3032000,2024-07-16T06:28:22.277648
ARWYF,ARway Corporation,0.0879,0.0278,46.26,9986,25041,2859000,2024-07-16T06:28:22.277648
AUDAQ,"Audacy, Inc.",0.0999,0.0446,80.65,1846,22875,472482,2024-07-16T06:28:22.277648
CAMPQ,CalAmp Corp.,0.1944,0.0544,38.86,24730,213666,320923,2024-07-16T06:28:22.277648
