,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,3916000000.0,3916000000.0,3916000000.0,3915000000.0,3903000000.0
OrdinarySharesNumber,5646000000.0,5646000000.0,5645000000.0,5644763433.0,5616000000.0
ShareIssued,9562000000.0,9562000000.0,9561000000.0,9559763433.0,9519000000.0
NetDebt,67992000000.0,60448000000.0,62709000000.0,32761000000.0,34443000000.0
TotalDebt,70845000000.0,63596000000.0,65341000000.0,34927000000.0,34859000000.0
TangibleBookValue,-43669000000.0,5183000000.0,6040000000.0,7493000000.0,916000000.0
InvestedCapital,159859000000.0,160530000000.0,164360000000.0,135897000000.0,130520000000.0
WorkingCapital,-4461000000.0,42876000000.0,38700000000.0,13516000000.0,9121000000.0
NetTangibleAssets,-43669000000.0,5183000000.0,6040000000.0,7493000000.0,916000000.0
CommonStockEquity,89014000000.0,96934000000.0,99019000000.0,100970000000.0,95661000000.0
TotalCapitalization,149513000000.0,157982000000.0,160375000000.0,131708000000.0,127586000000.0
TotalEquityGrossMinorityInterest,89288000000.0,97204000000.0,99293000000.0,101236000000.0,95916000000.0
MinorityInterest,274000000.0,270000000.0,274000000.0,266000000.0,256000000.0
StockholdersEquity,89014000000.0,96934000000.0,99019000000.0,100970000000.0,95661000000.0
OtherEquityInterest,,1000000.0,,-1000000.0,
GainsLossesNotAffectingRetainedEarnings,-7961000000.0,-7967000000.0,-8102000000.0,-8289000000.0,-8304000000.0
OtherEquityAdjustments,-217000000.0,89000000.0,-177000000.0,-131000000.0,-412000000.0
ForeignCurrencyTranslationAdjustments,-7863000000.0,-8086000000.0,-8006000000.0,-8231000000.0,-8360000000.0
MinimumPensionLiabilities,128000000.0,170000000.0,193000000.0,222000000.0,248000000.0
UnrealizedGainLoss,-9000000.0,-140000000.0,-112000000.0,-149000000.0,220000000.0
TreasuryStock,114487000000.0,114485000000.0,114482000000.0,114473000000.0,113969000000.0
RetainedEarnings,118353000000.0,126411000000.0,128796000000.0,131102000000.0,125656000000.0
AdditionalPaidInCapital,92631000000.0,92496000000.0,92329000000.0,92153000000.0,91802000000.0
CapitalStock,478000000.0,478000000.0,478000000.0,478000000.0,476000000.0
CommonStock,478000000.0,478000000.0,478000000.0,478000000.0,476000000.0
PreferredStock,0.0,,,,0.0
TotalLiabilitiesNetMinorityInterest,137213000000.0,117817000000.0,120875000000.0,94381000000.0,101289000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,89419000000.0,86681000000.0,86228000000.0,57819000000.0,59151000000.0
OtherNonCurrentLiabilities,16540000000.0,14243000000.0,13404000000.0,13009000000.0,13182000000.0
DerivativeProductLiabilities,1039000000.0,,,966000000.0,959000000.0
EmployeeBenefits,2167000000.0,2166000000.0,2184000000.0,2179000000.0,2250000000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,2167000000.0,2166000000.0,2184000000.0,2179000000.0,2250000000.0
TradeandOtherPayablesNonCurrent,8534000000.0,8099000000.0,8052000000.0,9860000000.0,9812000000.0
NonCurrentDeferredLiabilities,640000000.0,1125000000.0,1232000000.0,1067000000.0,1023000000.0
NonCurrentDeferredTaxesLiabilities,640000000.0,1125000000.0,1232000000.0,1067000000.0,1023000000.0
LongTermDebtAndCapitalLeaseObligation,60499000000.0,61048000000.0,61356000000.0,30738000000.0,31925000000.0
LongTermDebt,60499000000.0,61048000000.0,61356000000.0,30738000000.0,31925000000.0
CurrentLiabilities,47794000000.0,31136000000.0,34647000000.0,36562000000.0,42138000000.0
OtherCurrentLiabilities,20541000000.0,16776000000.0,16080000000.0,20254000000.0,22578000000.0
CurrentDeferredLiabilities,2700000000.0,2204000000.0,1286000000.0,1750000000.0,2520000000.0
CurrentDeferredRevenue,2700000000.0,2204000000.0,1286000000.0,1750000000.0,2520000000.0
CurrentDebtAndCapitalLeaseObligation,10346000000.0,2548000000.0,3985000000.0,4189000000.0,2934000000.0
CurrentDebt,10346000000.0,2548000000.0,3985000000.0,4189000000.0,2934000000.0
OtherCurrentBorrowings,2381000000.0,2548000000.0,3985000000.0,4189000000.0,2934000000.0
CommercialPaper,7965000000.0,,,,0.0
PensionandOtherPostRetirementBenefitPlansCurrent,2776000000.0,2372000000.0,1972000000.0,2277000000.0,3407000000.0
PayablesAndAccruedExpenses,11431000000.0,7236000000.0,11324000000.0,8092000000.0,10699000000.0
Payables,11431000000.0,7236000000.0,11324000000.0,8092000000.0,10699000000.0
DividendsPayable,2372000000.0,0.0,2315000000.0,0.0,2303000000.0
TotalTaxPayable,2349000000.0,1898000000.0,2928000000.0,1969000000.0,1587000000.0
IncomeTaxPayable,2349000000.0,1898000000.0,2928000000.0,1969000000.0,1587000000.0
AccountsPayable,6710000000.0,5338000000.0,6081000000.0,6123000000.0,6809000000.0
TotalAssets,226501000000.0,215021000000.0,220168000000.0,195617000000.0,197205000000.0
TotalNonCurrentAssets,183168000000.0,141009000000.0,146822000000.0,145539000000.0,145944000000.0
OtherNonCurrentAssets,12471000000.0,8808000000.0,13028000000.0,12965000000.0,13163000000.0
NonCurrentDeferredAssets,3706000000.0,8350000000.0,8261000000.0,7302000000.0,6693000000.0
NonCurrentDeferredTaxesAssets,3706000000.0,8350000000.0,8261000000.0,7302000000.0,6693000000.0
InvestmentsAndAdvances,15368000000.0,14238000000.0,15066000000.0,14743000000.0,15069000000.0
InvestmentinFinancialAssets,3731000000.0,3213000000.0,3644000000.0,3568000000.0,4036000000.0
HeldToMaturitySecurities,47000000.0,50000000.0,50000000.0,52000000.0,48000000.0
AvailableForSaleSecurities,3684000000.0,3163000000.0,3594000000.0,3516000000.0,3988000000.0
LongTermEquityInvestment,11637000000.0,11025000000.0,11422000000.0,11175000000.0,11033000000.0
GoodwillAndOtherIntangibleAssets,132683000000.0,91751000000.0,92979000000.0,93477000000.0,94745000000.0
OtherIntangibleAssets,64900000000.0,40224000000.0,41407000000.0,42001000000.0,43370000000.0
Goodwill,67783000000.0,51527000000.0,51572000000.0,51476000000.0,51375000000.0
NetPPE,18940000000.0,17862000000.0,17488000000.0,17052000000.0,16274000000.0
AccumulatedDepreciation,-16045000000.0,-15779000000.0,-15554000000.0,-15514000000.0,-15174000000.0
GrossPPE,34985000000.0,33641000000.0,33042000000.0,32566000000.0,31448000000.0
ConstructionInProgress,5925000000.0,,,,4875000000.0
OtherProperties,-1000000.0,,,,1000000.0
MachineryFurnitureEquipment,19662000000.0,,,,17372000000.0
BuildingsAndImprovements,9046000000.0,,,,8832000000.0
LandAndImprovements,353000000.0,,,,368000000.0
Properties,0.0,,,,0.0
CurrentAssets,43333000000.0,74012000000.0,73347000000.0,50078000000.0,51259000000.0
OtherCurrentAssets,5299000000.0,4624000000.0,4827000000.0,5120000000.0,5017000000.0
Inventory,10189000000.0,10204000000.0,10310000000.0,9541000000.0,8981000000.0
OtherInventories,-1000000.0,,-1000000.0,,
FinishedGoods,3495000000.0,2892000000.0,3048000000.0,2657000000.0,2603000000.0
WorkInProcess,5688000000.0,6515000000.0,6409000000.0,6129000000.0,5519000000.0
RawMaterials,1007000000.0,797000000.0,854000000.0,755000000.0,859000000.0
Receivables,15155000000.0,15003000000.0,13425000000.0,15445000000.0,14529000000.0
TaxesReceivable,3978000000.0,3917000000.0,3194000000.0,3140000000.0,3577000000.0
AccountsReceivable,11177000000.0,11086000000.0,10231000000.0,12305000000.0,10952000000.0
AllowanceForDoubtfulAccountsReceivable,-470000000.0,-465000000.0,-471000000.0,-465000000.0,-449000000.0
GrossAccountsReceivable,11647000000.0,11551000000.0,10702000000.0,12770000000.0,11401000000.0
CashCashEquivalentsAndShortTermInvestments,12690000000.0,44181000000.0,44785000000.0,19972000000.0,22732000000.0
OtherShortTermInvestments,9837000000.0,41033000000.0,42153000000.0,17806000000.0,22316000000.0
CashAndCashEquivalents,2853000000.0,3148000000.0,2632000000.0,2166000000.0,416000000.0
