,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,268192000.0,269840000.0,271748000.0,273000000.0,275000000.0
ShareIssued,268192000.0,269840000.0,271748000.0,273000000.0,275000000.0
TotalDebt,1952000000.0,1951000000.0,1948000000.0,1946000000.0,1952000000.0
TangibleBookValue,1650000000.0,1659000000.0,1376000000.0,1295000000.0,1436000000.0
InvestedCapital,9414000000.0,9456000000.0,9214000000.0,9173000000.0,9430000000.0
WorkingCapital,1069000000.0,1056000000.0,774000000.0,684000000.0,729000000.0
NetTangibleAssets,1650000000.0,1659000000.0,1376000000.0,1295000000.0,1436000000.0
CapitalLeaseObligations,71000000.0,70000000.0,68000000.0,66000000.0,73000000.0
CommonStockEquity,7533000000.0,7575000000.0,7334000000.0,7293000000.0,7551000000.0
TotalCapitalization,9414000000.0,9456000000.0,9214000000.0,9173000000.0,9430000000.0
TotalEquityGrossMinorityInterest,7533000000.0,7575000000.0,7334000000.0,7293000000.0,7551000000.0
StockholdersEquity,7533000000.0,7575000000.0,7334000000.0,7293000000.0,7551000000.0
GainsLossesNotAffectingRetainedEarnings,-84000000.0,-34000000.0,-75000000.0,-67000000.0,-37000000.0
OtherEquityAdjustments,-84000000.0,-34000000.0,-75000000.0,-67000000.0,-37000000.0
RetainedEarnings,7614000000.0,7606000000.0,7406000000.0,7357000000.0,7585000000.0
AdditionalPaidInCapital,0.0,0.0,0.0,0.0,0.0
CapitalStock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
CommonStock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
PreferredStock,,,,0.0,
TotalLiabilitiesNetMinorityInterest,6084000000.0,5564000000.0,5749000000.0,6166000000.0,5919000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,2804000000.0,2776000000.0,2949000000.0,2881000000.0,2806000000.0
OtherNonCurrentLiabilities,439000000.0,436000000.0,387000000.0,393000000.0,401000000.0
TradeandOtherPayablesNonCurrent,482000000.0,458000000.0,681000000.0,607000000.0,525000000.0
NonCurrentDeferredLiabilities,2000000.0,1000000.0,1000000.0,1000000.0,1000000.0
NonCurrentDeferredTaxesLiabilities,2000000.0,1000000.0,1000000.0,1000000.0,1000000.0
LongTermDebtAndCapitalLeaseObligation,1881000000.0,1881000000.0,1880000000.0,1880000000.0,1879000000.0
LongTermDebt,1881000000.0,1881000000.0,1880000000.0,1880000000.0,1879000000.0
CurrentLiabilities,3280000000.0,2788000000.0,2800000000.0,3285000000.0,3113000000.0
CurrentDeferredLiabilities,1987000000.0,1576000000.0,1655000000.0,2004000000.0,1913000000.0
CurrentDeferredRevenue,1987000000.0,1576000000.0,1655000000.0,2004000000.0,1913000000.0
CurrentDebtAndCapitalLeaseObligation,71000000.0,70000000.0,68000000.0,66000000.0,73000000.0
CurrentCapitalLeaseObligation,71000000.0,70000000.0,68000000.0,66000000.0,73000000.0
PensionandOtherPostRetirementBenefitPlansCurrent,417000000.0,319000000.0,311000000.0,436000000.0,342000000.0
CurrentProvisions,148000000.0,75000000.0,71000000.0,90000000.0,123000000.0
PayablesAndAccruedExpenses,657000000.0,748000000.0,695000000.0,689000000.0,662000000.0
CurrentAccruedExpenses,595000000.0,596000000.0,620000000.0,590000000.0,600000000.0
Payables,62000000.0,152000000.0,75000000.0,99000000.0,62000000.0
AccountsPayable,62000000.0,152000000.0,75000000.0,99000000.0,62000000.0
TotalAssets,13617000000.0,13139000000.0,13083000000.0,13459000000.0,13470000000.0
TotalNonCurrentAssets,9268000000.0,9295000000.0,9509000000.0,9490000000.0,9628000000.0
OtherNonCurrentAssets,449000000.0,484000000.0,451000000.0,481000000.0,517000000.0
NonCurrentDeferredAssets,2375000000.0,2353000000.0,2555000000.0,2462000000.0,2443000000.0
NonCurrentDeferredTaxesAssets,2375000000.0,2353000000.0,2555000000.0,2462000000.0,2443000000.0
GoodwillAndOtherIntangibleAssets,5883000000.0,5916000000.0,5958000000.0,5998000000.0,6115000000.0
OtherIntangibleAssets,501000000.0,538000000.0,577000000.0,618000000.0,735000000.0
Goodwill,5382000000.0,5378000000.0,5381000000.0,5380000000.0,5380000000.0
NetPPE,561000000.0,542000000.0,545000000.0,549000000.0,553000000.0
AccumulatedDepreciation,-1159000000.0,-1116000000.0,-1106000000.0,-1067000000.0,-1078000000.0
GrossPPE,1720000000.0,1658000000.0,1651000000.0,1616000000.0,1631000000.0
Leases,183000000.0,177000000.0,189000000.0,186000000.0,189000000.0
ConstructionInProgress,38000000.0,38000000.0,18000000.0,11000000.0,12000000.0
MachineryFurnitureEquipment,1055000000.0,1006000000.0,1005000000.0,984000000.0,997000000.0
BuildingsAndImprovements,377000000.0,371000000.0,373000000.0,369000000.0,367000000.0
LandAndImprovements,67000000.0,66000000.0,66000000.0,66000000.0,66000000.0
Properties,0.0,0.0,0.0,0.0,0.0
CurrentAssets,4349000000.0,3844000000.0,3574000000.0,3969000000.0,3842000000.0
OtherCurrentAssets,378000000.0,492000000.0,455000000.0,518000000.0,453000000.0
Receivables,867000000.0,1047000000.0,517000000.0,684000000.0,836000000.0
AccountsReceivable,867000000.0,1047000000.0,517000000.0,684000000.0,836000000.0
CashCashEquivalentsAndShortTermInvestments,3104000000.0,2305000000.0,2602000000.0,2767000000.0,2553000000.0
OtherShortTermInvestments,362000000.0,359000000.0,343000000.0,343000000.0,351000000.0
CashAndCashEquivalents,2742000000.0,1946000000.0,2259000000.0,2424000000.0,2202000000.0
