,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,1228275301.0,1213925554.0,1198848622.0,1182645386.0,1170676094.0
PreferredSharesNumber,391850000.0,391850000.0,391850000.0,391850000.0,391850000.0
OrdinarySharesNumber,2876658594.0,2891008341.0,2906085273.0,2922288509.0,2934257801.0
ShareIssued,4104933895.0,4104933895.0,4104933895.0,4104933895.0,4104933895.0
TotalDebt,436537000000.0,408263000000.0,405100000000.0,337730000000.0,339892000000.0
TangibleBookValue,236093000000.0,225057000000.0,220874000000.0,213588000000.0,204069000000.0
InvestedCapital,737011000000.0,698230000000.0,690212000000.0,613408000000.0,604820000000.0
NetTangibleAssets,263497000000.0,252461000000.0,248278000000.0,240992000000.0,231473000000.0
CommonStockEquity,300474000000.0,289967000000.0,285112000000.0,275678000000.0,264928000000.0
PreferredStockEquity,27404000000.0,27404000000.0,27404000000.0,27404000000.0,27404000000.0
TotalCapitalization,719703000000.0,680164000000.0,662151000000.0,598571000000.0,588197000000.0
TotalEquityGrossMinorityInterest,327878000000.0,317371000000.0,312516000000.0,303082000000.0,292332000000.0
StockholdersEquity,327878000000.0,317371000000.0,312516000000.0,303082000000.0,292332000000.0
GainsLossesNotAffectingRetainedEarnings,-10443000000.0,-17104000000.0,-14290000000.0,-14418000000.0,-17341000000.0
OtherEquityAdjustments,-10443000000.0,-17104000000.0,-14290000000.0,-14418000000.0,-17341000000.0
TreasuryStock,116217000000.0,113977000000.0,111640000000.0,109372000000.0,107336000000.0
RetainedEarnings,332901000000.0,327044000000.0,317359000000.0,306208000000.0,296456000000.0
AdditionalPaidInCapital,90128000000.0,89899000000.0,89578000000.0,89155000000.0,89044000000.0
CapitalStock,31509000000.0,31509000000.0,31509000000.0,31509000000.0,31509000000.0
CommonStock,4105000000.0,4105000000.0,4105000000.0,4105000000.0,4105000000.0
PreferredStock,27404000000.0,27404000000.0,27404000000.0,27404000000.0,27404000000.0
TotalLiabilitiesNetMinorityInterest,3547515000000.0,3580962000000.0,3555724000000.0,3441223000000.0,3373411000000.0
LongTermDebtAndCapitalLeaseObligation,391825000000.0,362793000000.0,349635000000.0,295489000000.0,295865000000.0
LongTermDebt,391825000000.0,362793000000.0,349635000000.0,295489000000.0,295865000000.0
CurrentDebtAndCapitalLeaseObligation,44712000000.0,45470000000.0,55465000000.0,42241000000.0,44027000000.0
CurrentDebt,44712000000.0,45470000000.0,55465000000.0,42241000000.0,44027000000.0
OtherCurrentBorrowings,44712000000.0,45470000000.0,55465000000.0,42241000000.0,44027000000.0
CurrentNotesPayable,,,0.0,,
PayablesAndAccruedExpenses,317954000000.0,334033000000.0,333479000000.0,319788000000.0,339982000000.0
Payables,317954000000.0,334033000000.0,333479000000.0,319788000000.0,339982000000.0
OtherPayable,155994000000.0,41963000000.0,46545000000.0,44711000000.0,151290000000.0
AccountsPayable,161960000000.0,292070000000.0,286934000000.0,275077000000.0,188692000000.0
TotalAssets,3875393000000.0,3898333000000.0,3868240000000.0,3744305000000.0,3665743000000.0
InvestmentsAndAdvances,973946000000.0,1042075000000.0,1093710000000.0,1053182000000.0,982116000000.0
HeldToMaturitySecurities,369848000000.0,388261000000.0,408941000000.0,412827000000.0,425305000000.0
TradingSecurities,411613000000.0,469243000000.0,494371000000.0,456846000000.0,360112000000.0
GoodwillAndOtherIntangibleAssets,64381000000.0,64910000000.0,64238000000.0,62090000000.0,60859000000.0
OtherIntangibleAssets,11747000000.0,12418000000.0,11858000000.0,9946000000.0,9197000000.0
Goodwill,52634000000.0,52492000000.0,52380000000.0,52144000000.0,51662000000.0
NetPPE,30157000000.0,29677000000.0,29493000000.0,28266000000.0,27734000000.0
GrossPPE,30157000000.0,,,,27734000000.0
OtherProperties,15295000000.0,,,,14248000000.0
Properties,14862000000.0,,,,13486000000.0
Receivables,107363000000.0,127752000000.0,111561000000.0,115316000000.0,125189000000.0
AccountsReceivable,107363000000.0,127752000000.0,111561000000.0,115316000000.0,125189000000.0
OtherShortTermInvestments,192485000000.0,184571000000.0,190398000000.0,183509000000.0,196699000000.0
CashAndCashEquivalents,624151000000.0,511369000000.0,495123000000.0,546000000000.0,567234000000.0
CashFinancial,29066000000.0,24921000000.0,26064000000.0,25098000000.0,27697000000.0
