,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,625000000.0,607000000.0,587000000.0,561000000.0,536000000.0
OrdinarySharesNumber,368000000.0,386000000.0,405000000.0,430000000.0,454000000.0
ShareIssued,993000000.0,993000000.0,992000000.0,991000000.0,990000000.0
NetDebt,21840000000.0,18830000000.0,19938000000.0,19320000000.0,18075000000.0
TotalDebt,28501000000.0,28583000000.0,28565000000.0,28542000000.0,27909000000.0
TangibleBookValue,16160000000.0,17618000000.0,17470000000.0,18614000000.0,19471000000.0
InvestedCapital,51687000000.0,53144000000.0,52997000000.0,54138000000.0,54415000000.0
WorkingCapital,11981000000.0,14540000000.0,14747000000.0,15429000000.0,15222000000.0
NetTangibleAssets,16160000000.0,17618000000.0,17470000000.0,18614000000.0,19471000000.0
CapitalLeaseObligations,1218000000.0,1301000000.0,1282000000.0,1262000000.0,1209000000.0
CommonStockEquity,24404000000.0,25862000000.0,25714000000.0,26858000000.0,27715000000.0
TotalCapitalization,49733000000.0,52325000000.0,52925000000.0,54063000000.0,53349000000.0
TotalEquityGrossMinorityInterest,31399000000.0,32798000000.0,32568000000.0,33663000000.0,35087000000.0
MinorityInterest,6995000000.0,6936000000.0,6854000000.0,6805000000.0,7372000000.0
StockholdersEquity,24404000000.0,25862000000.0,25714000000.0,26858000000.0,27715000000.0
GainsLossesNotAffectingRetainedEarnings,-131000000.0,-49000000.0,-30000000.0,-9000000.0,2000000.0
OtherEquityAdjustments,-131000000.0,-49000000.0,-30000000.0,-9000000.0,2000000.0
TreasuryStock,43502000000.0,40949000000.0,38119000000.0,35079000000.0,31841000000.0
RetainedEarnings,34562000000.0,33424000000.0,30442000000.0,28528000000.0,26142000000.0
AdditionalPaidInCapital,33465000000.0,33426000000.0,33411000000.0,33408000000.0,33402000000.0
CapitalStock,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0
CommonStock,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0
PreferredStock,0.0,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,54588000000.0,57171000000.0,53874000000.0,53374000000.0,54817000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,34438000000.0,35436000000.0,36408000000.0,36317000000.0,34797000000.0
OtherNonCurrentLiabilities,1409000000.0,1341000000.0,1244000000.0,1214000000.0,1304000000.0
EmployeeBenefits,1102000000.0,971000000.0,1181000000.0,1147000000.0,1114000000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,1102000000.0,971000000.0,1181000000.0,1147000000.0,1114000000.0
NonCurrentDeferredLiabilities,5834000000.0,5813000000.0,5913000000.0,5893000000.0,5904000000.0
NonCurrentDeferredTaxesLiabilities,5834000000.0,5813000000.0,5913000000.0,5893000000.0,5904000000.0
LongTermDebtAndCapitalLeaseObligation,26093000000.0,27311000000.0,28070000000.0,28063000000.0,26475000000.0
LongTermCapitalLeaseObligation,764000000.0,848000000.0,859000000.0,858000000.0,841000000.0
LongTermDebt,25329000000.0,26463000000.0,27211000000.0,27205000000.0,25634000000.0
CurrentLiabilities,20150000000.0,21735000000.0,17466000000.0,17057000000.0,20020000000.0
OtherCurrentLiabilities,1645000000.0,2064000000.0,1722000000.0,1294000000.0,1167000000.0
CurrentDebtAndCapitalLeaseObligation,2408000000.0,1272000000.0,495000000.0,479000000.0,1434000000.0
CurrentCapitalLeaseObligation,454000000.0,453000000.0,423000000.0,404000000.0,368000000.0
CurrentDebt,1954000000.0,819000000.0,72000000.0,75000000.0,1066000000.0
OtherCurrentBorrowings,1954000000.0,819000000.0,72000000.0,75000000.0,1066000000.0
PayablesAndAccruedExpenses,16097000000.0,18399000000.0,15249000000.0,15284000000.0,17419000000.0
CurrentAccruedExpenses,1115000000.0,1241000000.0,1037000000.0,636000000.0,967000000.0
InterestPayable,,262000000.0,325000000.0,,
Payables,14982000000.0,17158000000.0,14212000000.0,14648000000.0,16452000000.0
TotalTaxPayable,1221000000.0,1319000000.0,1160000000.0,1617000000.0,1140000000.0
AccountsPayable,13761000000.0,15839000000.0,13052000000.0,13031000000.0,15312000000.0
TotalAssets,85987000000.0,89969000000.0,86442000000.0,87037000000.0,89904000000.0
TotalNonCurrentAssets,53856000000.0,53694000000.0,54229000000.0,54551000000.0,54662000000.0
OtherNonCurrentAssets,3007000000.0,2929000000.0,2973000000.0,3021000000.0,3081000000.0
InvestmentsAndAdvances,6260000000.0,6521000000.0,6665000000.0,6626000000.0,6466000000.0
LongTermEquityInvestment,6260000000.0,6521000000.0,6665000000.0,6626000000.0,6466000000.0
GoodwillAndOtherIntangibleAssets,8244000000.0,8244000000.0,8244000000.0,8244000000.0,8244000000.0
Goodwill,8244000000.0,8244000000.0,8244000000.0,8244000000.0,8244000000.0
NetPPE,36345000000.0,36000000000.0,36347000000.0,36660000000.0,36871000000.0
AccumulatedDepreciation,-28636000000.0,-27908000000.0,-27285000000.0,-26556000000.0,-25844000000.0
GrossPPE,64981000000.0,63908000000.0,63632000000.0,63216000000.0,62715000000.0
OtherProperties,64981000000.0,63908000000.0,63632000000.0,63216000000.0,62715000000.0
CurrentAssets,32131000000.0,36275000000.0,32213000000.0,32486000000.0,35242000000.0
OtherCurrentAssets,971000000.0,607000000.0,949000000.0,623000000.0,1168000000.0
Inventory,9317000000.0,10143000000.0,9536000000.0,10268000000.0,8827000000.0
FinishedGoods,4940000000.0,5673000000.0,5254000000.0,5454000000.0,4748000000.0
RawMaterials,4377000000.0,4470000000.0,4282000000.0,4814000000.0,4079000000.0
Receivables,11619000000.0,12469000000.0,10274000000.0,10143000000.0,13477000000.0
AccountsReceivable,11619000000.0,12469000000.0,10274000000.0,10143000000.0,13477000000.0
AllowanceForDoubtfulAccountsReceivable,-44000000.0,-43000000.0,-54000000.0,-32000000.0,-29000000.0
GrossAccountsReceivable,11663000000.0,12512000000.0,10328000000.0,10175000000.0,13506000000.0
CashCashEquivalentsAndShortTermInvestments,10224000000.0,13056000000.0,11454000000.0,11452000000.0,11770000000.0
